word_id,sub,sura,word_index,riwaya,aya,canonical_uthmani,riwaya_uthmani,same_rasm,status
6,0,1,6,qaloun,1,لِلَّهِ,لِلهِ,1,diacritic_variant
8,0,1,8,warsh,1,ٱلۡعَٰلَمِينَ,ࡴ۬لْعَٰلَمِينَ,1,diacritic_variant
8,0,1,8,qaloun,1,ٱلۡعَٰلَمِينَ,ࡴ۬لْعَٰلَمِينَ,1,diacritic_variant
8,0,1,8,douri,1,ٱلۡعَٰلَمِينَ,اِ۬لۡعَٰلَمِينَ,1,diacritic_variant
8,0,1,8,sousi,1,ٱلۡعَٰلَمِينَ,ࡵ۬لۡعَٰلَمِينَ,1,diacritic_variant
9,0,1,9,warsh,2,ٱلرَّحۡمَٰنِ,ࡰ۬لرَّحْمَٰنِ,1,diacritic_variant
9,0,1,9,qaloun,2,ٱلرَّحۡمَٰنِ,ࡰ۬لرَّحْمَٰنِ,1,diacritic_variant
9,0,1,9,douri,2,ٱلرَّحۡمَٰنِ,اَ۬لرَّحۡمَٰنِ,1,diacritic_variant
9,0,1,9,sousi,2,ٱلرَّحۡمَٰنِ,ࡱ۬لرَّحۡمَٰنِ,1,diacritic_variant
10,0,1,10,warsh,2,ٱلرَّحِيمِ,ࡴ۬لرَّحِيمِ,1,diacritic_variant
10,0,1,10,qaloun,2,ٱلرَّحِيمِ,ࡴ۬لرَّحِيمِ,1,diacritic_variant
10,0,1,10,douri,2,ٱلرَّحِيمِ,اِ۬لرَّحِيمِ,1,diacritic_variant
10,0,1,10,sousi,2,ٱلرَّحِيمِ,ࡵ۬لرَّحِيم,1,diacritic_variant
11,0,1,11,warsh,3,مَٰلِكِ,مَلِكِ,1,dotting_variant
11,0,1,11,qaloun,3,مَٰلِكِ,مَلِكِ,1,dotting_variant
11,0,1,11,douri,3,مَٰلِكِ,مَلِكِ,1,dotting_variant
11,0,1,11,sousi,3,مَٰلِكِ,مَّلِكِ,1,dotting_variant
11,0,1,11,bazzi,4,مَٰلِكِ,مَلِكِ,1,dotting_variant
12,0,1,12,warsh,3,يَوۡمِ,يَوْمِ,1,identical
12,0,1,12,qaloun,3,يَوۡمِ,يَوْمِ,1,identical
13,0,1,13,warsh,3,ٱلدِّينِ,ࡴ۬لدِّينِ,1,diacritic_variant
13,0,1,13,qaloun,3,ٱلدِّينِ,ࡴ۬لدِّينِ,1,diacritic_variant
13,0,1,13,douri,3,ٱلدِّينِ,اِ۬لدِّينِ,1,diacritic_variant
13,0,1,13,sousi,3,ٱلدِّينِ,ࡵ۬لدِّينِ,1,diacritic_variant
15,0,1,15,warsh,4,نَعۡبُدُ,نَعْبُدُ,1,identical
15,0,1,15,qaloun,4,نَعۡبُدُ,نَعْبُدُ,1,identical
17,0,1,17,warsh,4,نَسۡتَعِينُ,نَسْتَعِينُ,1,identical
17,0,1,17,qaloun,4,نَسۡتَعِينُ,نَسْتَعِينُ,1,identical
18,0,1,18,warsh,5,ٱهۡدِنَا,ࡲٜهْدِنَا,1,diacritic_variant
18,0,1,18,qaloun,5,ٱهۡدِنَا,ࡲٜهْدِنَا,1,diacritic_variant
18,0,1,18,douri,5,ٱهۡدِنَا,اُ۪هۡدِنَا,1,diacritic_variant
18,0,1,18,sousi,5,ٱهۡدِنَا,ࡲٜهۡدِنَا,1,diacritic_variant
19,0,1,19,warsh,5,ٱلصِّرَٰطَ,ࡰ۬لصِّرَٰطَ,1,diacritic_variant
19,0,1,19,qaloun,5,ٱلصِّرَٰطَ,ࡰ۬لصِّرَٰطَ,1,diacritic_variant
19,0,1,19,douri,5,ٱلصِّرَٰطَ,اَ۬لصِّرَٰطَ,1,diacritic_variant
19,0,1,19,sousi,5,ٱلصِّرَٰطَ,ࡱ۬لصِّرَٰطَ,1,diacritic_variant
20,0,1,20,warsh,5,ٱلۡمُسۡتَقِيمَ,ࡰ۬لْمُسْتَقِيمَ,1,diacritic_variant
20,0,1,20,qaloun,5,ٱلۡمُسۡتَقِيمَ,ࡰ۬لْمُسْتَقِيمَ,1,diacritic_variant
20,0,1,20,douri,5,ٱلۡمُسۡتَقِيمَ,اَ۬لۡمُسۡتَقِيمَ,1,diacritic_variant
20,0,1,20,sousi,5,ٱلۡمُسۡتَقِيمَ,ࡱ۬لۡمُسۡتَقِيمَ,1,diacritic_variant
22,0,1,22,warsh,6,ٱلَّذِينَ,ࡰ۬لذِينَ,1,diacritic_variant
22,0,1,22,qaloun,6,ٱلَّذِينَ,ࡰ۬لذِينَ,1,diacritic_variant
22,0,1,22,douri,6,ٱلَّذِينَ,اَ۬لَّذِينَ,1,diacritic_variant
22,0,1,22,sousi,6,ٱلَّذِينَ,ࡱ۬لَّذِينَ,1,diacritic_variant
23,0,1,23,warsh,6,أَنۡعَمۡتَ,أَنْعَمْتَ,1,identical
23,0,1,23,qaloun,6,أَنۡعَمۡتَ,أَنْعَمْتَ,1,identical
24,0,1,24,warsh,6,عَلَيۡهِمۡ,عَلَيْهِمْ,1,diacritic_variant
24,0,1,24,qaloun,6,عَلَيۡهِمۡ,عَلَيْهِمْ,1,diacritic_variant
24,0,1,24,bazzi,7,عَلَيۡهِمۡ,عَلَيۡهِمُۥ,1,diacritic_variant
25,0,1,25,warsh,7,غَيۡرِ,غَيْرِ,1,identical
25,0,1,25,qaloun,7,غَيۡرِ,غَيْرِ,1,identical
26,0,1,26,warsh,7,ٱلۡمَغۡضُوبِ,ࡴ۬لْمَغْضُوبِ,1,diacritic_variant
26,0,1,26,qaloun,7,ٱلۡمَغۡضُوبِ,ࡴ۬لْمَغْضُوبِ,1,diacritic_variant
26,0,1,26,douri,7,ٱلۡمَغۡضُوبِ,اِ۬لۡمَغۡضُوبِ,1,diacritic_variant
26,0,1,26,sousi,7,ٱلۡمَغۡضُوبِ,ࡵ۬لۡمَغۡضُوبِ,1,diacritic_variant
27,0,1,27,warsh,7,عَلَيۡهِمۡ,عَلَيْهِمْ,1,diacritic_variant
27,0,1,27,qaloun,7,عَلَيۡهِمۡ,عَلَيْهِمْ,1,diacritic_variant
27,0,1,27,bazzi,7,عَلَيۡهِمۡ,عَلَيۡهِمُۥ,1,diacritic_variant
29,0,1,29,warsh,7,ٱلضَّآلِّينَ,ࡰ۬لضَّآلِّينَ,1,diacritic_variant
29,0,1,29,qaloun,7,ٱلضَّآلِّينَ,ࡰ۬لضَّآلِّينَ,1,diacritic_variant
29,0,1,29,douri,7,ٱلضَّآلِّينَ,اَ۬لضَّآلِّينَ,1,diacritic_variant
29,0,1,29,sousi,7,ٱلضَّآلِّينَ,ࡱ۬لضَّآلِّينَ,1,diacritic_variant
30,0,2,1,warsh,1,الٓمٓ,أَلَٓمِّٓ,1,diacritic_variant
30,0,2,1,qaloun,1,الٓمٓ,أَلَٓمِّٓ,1,diacritic_variant
32,0,2,3,warsh,1,ٱلۡكِتَٰبُ,ࡰ۬لْكِتَٰبُ,1,diacritic_variant
32,0,2,3,qaloun,1,ٱلۡكِتَٰبُ,ࡰ۬لْكِتَٰبُ,1,diacritic_variant
32,0,2,3,douri,1,ٱلۡكِتَٰبُ,اَ۬لۡكِتَٰبُ,1,diacritic_variant
32,0,2,3,sousi,1,ٱلۡكِتَٰبُ,ࡱ۬لۡكِتَٰبُ,1,diacritic_variant
34,0,2,5,warsh,1,رَيۡبَ,رَيْبَ,1,identical
34,0,2,5,qaloun,1,رَيۡبَ,رَيْبَ,1,identical
35,0,2,6,sousi,1,فِيهِ,فِيه,1,diacritic_variant
35,0,2,6,bazzi,1,فِيهِ,فِيهِۦ,1,diacritic_variant
36,0,2,7,warsh,1,هُدࣰى,هُدىࣰ,1,diacritic_variant
36,0,2,7,qaloun,1,هُدࣰى,هُدىࣰ,1,diacritic_variant
36,0,2,7,douri,1,هُدࣰى,هُدٗى,1,diacritic_variant
36,0,2,7,sousi,1,هُدࣰى,هُّدࣰى,1,diacritic_variant
37,0,2,8,warsh,1,لِّلۡمُتَّقِينَ,لِّلْمُتَّقِينَ,1,identical
37,0,2,8,qaloun,1,لِّلۡمُتَّقِينَ,لِّلْمُتَّقِينَ,1,identical
38,0,2,9,warsh,2,ٱلَّذِينَ,ࡰ۬لذِينَ,1,diacritic_variant
38,0,2,9,qaloun,2,ٱلَّذِينَ,ࡰ۬لذِينَ,1,diacritic_variant
38,0,2,9,douri,2,ٱلَّذِينَ,اَ۬لَّذِينَ,1,diacritic_variant
38,0,2,9,sousi,2,ٱلَّذِينَ,ࡱ۬لَّذِينَ,1,diacritic_variant
39,0,2,10,warsh,2,يُؤۡمِنُونَ,يُومِنُونَ,1,diacritic_variant
39,0,2,10,qaloun,2,يُؤۡمِنُونَ,يُؤْمِنُونَ,1,diacritic_variant
39,0,2,10,sousi,2,يُؤۡمِنُونَ,يُومِنُونَ,1,diacritic_variant
40,0,2,11,warsh,2,بِٱلۡغَيۡبِ,بِالْغَيْبِ,1,identical
40,0,2,11,qaloun,2,بِٱلۡغَيۡبِ,بِالْغَيْبِ,1,identical
40,0,2,11,douri,2,بِٱلۡغَيۡبِ,بِالۡغَيۡبِ,1,identical
40,0,2,11,sousi,2,بِٱلۡغَيۡبِ,بِالۡغَيۡبِ,1,identical
42,0,2,13,warsh,2,ٱلصَّلَوٰةَ,ࡰ۬لصَّلَوٰةَ,1,diacritic_variant
42,0,2,13,qaloun,2,ٱلصَّلَوٰةَ,ࡰ۬لصَّلَوٰةَ,1,diacritic_variant
42,0,2,13,douri,2,ٱلصَّلَوٰةَ,اَ۬لصَّلَوٰةَ,1,diacritic_variant
42,0,2,13,sousi,2,ٱلصَّلَوٰةَ,ࡱ۬لصَّلَوٰةَ,1,diacritic_variant
44,0,2,15,warsh,2,رَزَقۡنَٰهُمۡ,رَزَقْنَٰهُمْ,1,diacritic_variant
44,0,2,15,qaloun,2,رَزَقۡنَٰهُمۡ,رَزَقْنَٰهُمْ,1,diacritic_variant
44,0,2,15,bazzi,2,رَزَقۡنَٰهُمۡ,رَزَقۡنَٰهُمُۥ,1,diacritic_variant
46,0,2,17,warsh,3,وَٱلَّذِينَ,وَالذِينَ,1,diacritic_variant
46,0,2,17,qaloun,3,وَٱلَّذِينَ,وَالذِينَ,1,diacritic_variant
46,0,2,17,douri,3,وَٱلَّذِينَ,وَاَلَّذِينَ,1,diacritic_variant
46,0,2,17,sousi,3,وَٱلَّذِينَ,وَࡱلَّذِينَ,1,diacritic_variant
47,0,2,18,warsh,3,يُؤۡمِنُونَ,يُومِنُونَ,1,diacritic_variant
47,0,2,18,qaloun,3,يُؤۡمِنُونَ,يُؤْمِنُونَ,1,diacritic_variant
47,0,2,18,sousi,3,يُؤۡمِنُونَ,يُومِنُونَ,1,diacritic_variant
48,0,2,19,qaloun,3,بِمَآ,بِمَا,1,diacritic_variant
48,0,2,19,sousi,3,بِمَآ,بِمَا,1,diacritic_variant
48,0,2,19,bazzi,3,بِمَآ,بِمَا,1,diacritic_variant
50,0,2,21,warsh,3,إِلَيۡكَ,إِلَيْكَ,1,identical
50,0,2,21,qaloun,3,إِلَيۡكَ,إِلَيْكَ,1,identical
51,0,2,22,qaloun,3,وَمَآ,وَمَا,1,diacritic_variant
51,0,2,22,sousi,3,وَمَآ,وَمَا,1,diacritic_variant
51,0,2,22,bazzi,3,وَمَآ,وَمَا,1,diacritic_variant
54,0,2,25,warsh,3,قَبۡلِكَ,قَبْلِكَ,1,identical
54,0,2,25,qaloun,3,قَبۡلِكَ,قَبْلِكَ,1,identical
55,0,2,26,warsh,3,وَبِٱلۡأٓخِرَةِ,وَبِالَاخِرَةِ,1,diacritic_variant
55,0,2,26,qaloun,3,وَبِٱلۡأٓخِرَةِ,وَبِالْأٓخِرَةِ,1,diacritic_variant
55,0,2,26,douri,3,وَبِٱلۡأٓخِرَةِ,وَبِالۡأٓخِرَةِ,1,diacritic_variant
55,0,2,26,sousi,3,وَبِٱلۡأٓخِرَةِ,وَبِالۡأٓخِرَةِ,1,diacritic_variant
56,0,2,27,warsh,3,هُمۡ,هُمْ,1,diacritic_variant
56,0,2,27,qaloun,3,هُمۡ,هُمْ,1,diacritic_variant
56,0,2,27,bazzi,3,هُمۡ,هُمُۥ,1,diacritic_variant
60,0,2,31,warsh,4,هُدࣰى,هُدىࣰ,1,diacritic_variant
60,0,2,31,qaloun,4,هُدࣰى,هُدىࣰ,1,diacritic_variant
60,0,2,31,douri,4,هُدࣰى,هُدٗى,1,diacritic_variant
62,0,2,33,warsh,4,رَّبِّهِمۡ,رَّبِّهِمْ,1,diacritic_variant
62,0,2,33,qaloun,4,رَّبِّهِمۡ,رَّبِّهِمْ,1,diacritic_variant
62,0,2,33,bazzi,4,رَّبِّهِمۡ,رَّبِّهِمُۥ,1,diacritic_variant
65,0,2,36,warsh,4,ٱلۡمُفۡلِحُونَ,ࡲ۬لْمُفْلِحُونَ,1,diacritic_variant
65,0,2,36,qaloun,4,ٱلۡمُفۡلِحُونَ,ࡲ۬لْمُفْلِحُونَ,1,diacritic_variant
65,0,2,36,douri,4,ٱلۡمُفۡلِحُونَ,اُ۬لۡمُفۡلِحُونَ,1,diacritic_variant
65,0,2,36,sousi,4,ٱلۡمُفۡلِحُونَ,ࡲ۬لۡمُفۡلِحُونَ,1,diacritic_variant
67,0,2,38,warsh,5,ٱلَّذِينَ,ࡰ۬لذِينَ,1,diacritic_variant
67,0,2,38,qaloun,5,ٱلَّذِينَ,ࡰ۬لذِينَ,1,diacritic_variant
67,0,2,38,douri,5,ٱلَّذِينَ,اَ۬لَّذِينَ,1,diacritic_variant
67,0,2,38,sousi,5,ٱلَّذِينَ,ࡱ۬لَّذِينَ,1,diacritic_variant
70,0,2,41,warsh,5,عَلَيۡهِمۡ,عَلَيْهِمُۥٓ,1,diacritic_variant
70,0,2,41,qaloun,5,عَلَيۡهِمۡ,عَلَيْهِمْ,1,diacritic_variant
70,0,2,41,bazzi,5,عَلَيۡهِمۡ,عَلَيۡهِمُۥ,1,diacritic_variant
71,0,2,42,warsh,5,ءَأَنذَرۡتَهُمۡ,ءَآنذَرْتَهُمُۥٓ,1,diacritic_variant
71,0,2,42,qaloun,5,ءَأَنذَرۡتَهُمۡ,ءَٰࡶنذَرْتَهُمْ,1,diacritic_variant
71,0,2,42,douri,5,ءَأَنذَرۡتَهُمۡ,ءَٰا۬نذَرۡتَهُمۡ,1,diacritic_variant
71,0,2,42,sousi,5,ءَأَنذَرۡتَهُمۡ,ءَٰࡶنذَرۡتَهُمۡ,1,diacritic_variant
71,0,2,42,bazzi,5,ءَأَنذَرۡتَهُمۡ,ءَࡶنذَرۡتَهُمُۥ,1,diacritic_variant
72,0,2,43,warsh,5,أَمۡ,أَمْ,1,identical
72,0,2,43,qaloun,5,أَمۡ,أَمْ,1,identical
73,0,2,44,warsh,5,لَمۡ,لَمْ,1,identical
73,0,2,44,qaloun,5,لَمۡ,لَمْ,1,identical
74,0,2,45,warsh,5,تُنذِرۡهُمۡ,تُنذِرْهُمْ,1,diacritic_variant
74,0,2,45,qaloun,5,تُنذِرۡهُمۡ,تُنذِرْهُمْ,1,diacritic_variant
74,0,2,45,bazzi,5,تُنذِرۡهُمۡ,تُنذِرۡهُمُۥ,1,diacritic_variant
76,0,2,47,warsh,5,يُؤۡمِنُونَ,يُومِنُونَ,1,diacritic_variant
76,0,2,47,qaloun,5,يُؤۡمِنُونَ,يُؤْمِنُونَ,1,diacritic_variant
76,0,2,47,sousi,5,يُؤۡمِنُونَ,يُومِنُونَ,1,diacritic_variant
78,0,2,49,warsh,6,ٱللَّهُ,ࡰ۬للَّهُ,1,diacritic_variant
78,0,2,49,qaloun,6,ٱللَّهُ,ࡰ۬للَّهُ,1,diacritic_variant
78,0,2,49,douri,6,ٱللَّهُ,اَ۬للَّهُ,1,diacritic_variant
78,0,2,49,sousi,6,ٱللَّهُ,ࡱ۬للَّهُ,1,diacritic_variant
80,0,2,51,warsh,6,قُلُوبِهِمۡ,قُلُوبِهِمْ,1,diacritic_variant
80,0,2,51,qaloun,6,قُلُوبِهِمۡ,قُلُوبِهِمْ,1,diacritic_variant
80,0,2,51,bazzi,6,قُلُوبِهِمۡ,قُلُوبِهِمُۥ,1,diacritic_variant
82,0,2,53,warsh,6,سَمۡعِهِمۡ,سَمْعِهِمْ,1,diacritic_variant
82,0,2,53,qaloun,6,سَمۡعِهِمۡ,سَمْعِهِمْ,1,diacritic_variant
82,0,2,53,bazzi,6,سَمۡعِهِمۡ,سَمۡعِهِمُۥ,1,diacritic_variant
83,0,2,54,qaloun,6,وَعَلَىٰٓ,وَعَلَىٰ,1,diacritic_variant
83,0,2,54,sousi,6,وَعَلَىٰٓ,وَعَلَىٰ,1,diacritic_variant
83,0,2,54,bazzi,6,وَعَلَىٰٓ,وَعَلَىٰ,1,diacritic_variant
84,0,2,55,warsh,6,أَبۡصَٰرِهِمۡ,أَبْصٰٜرِهِمْ,1,diacritic_variant
84,0,2,55,qaloun,6,أَبۡصَٰرِهِمۡ,أَبْصَٰرِهِمْ,1,diacritic_variant
84,0,2,55,douri,6,أَبۡصَٰرِهِمۡ,أَبۡصٰ۪رِهِمۡ,1,diacritic_variant
84,0,2,55,sousi,6,أَبۡصَٰرِهِمۡ,أَبۡصٰٜرِهِمۡ,1,diacritic_variant
84,0,2,55,bazzi,6,أَبۡصَٰرِهِمۡ,أَبۡصَٰرِهِمُۥ,1,diacritic_variant
85,0,2,56,douri,6,غِشَٰوَةࣱ,غِشَٰوَةٞ,1,diacritic_variant
86,0,2,57,warsh,6,وَلَهُمۡ,وَلَهُمْ,1,diacritic_variant
86,0,2,57,qaloun,6,وَلَهُمۡ,وَلَهُمْ,1,diacritic_variant
86,0,2,57,bazzi,6,وَلَهُمۡ,وَلَهُمُۥ,1,diacritic_variant
88,0,2,59,douri,6,عَظِيمࣱ,عَظِيمٞ,1,diacritic_variant
90,0,2,61,warsh,7,ٱلنَّاسِ,ࡰ۬لنَّاسِ,1,diacritic_variant
90,0,2,61,qaloun,7,ٱلنَّاسِ,ࡰ۬لنَّاسِ,1,diacritic_variant
90,0,2,61,douri,7,ٱلنَّاسِ,اَ۬لنّ۪اسِ,1,diacritic_variant
90,0,2,61,sousi,7,ٱلنَّاسِ,ࡱ۬لنَّاسِ,1,diacritic_variant
91,0,2,62,warsh,7,مَن,مَنْ,1,diacritic_variant
91,0,2,62,qaloun,7,مَن,مَنْ,1,diacritic_variant
92,0,2,63,warsh,7,يَقُولُ,يَّقُولُ,1,diacritic_variant
92,0,2,63,qaloun,7,يَقُولُ,يَّقُولُ,1,diacritic_variant
94,0,2,65,warsh,7,بِٱللَّهِ,بِاللَّهِ,1,identical
94,0,2,65,qaloun,7,بِٱللَّهِ,بِاللَّهِ,1,identical
94,0,2,65,douri,7,بِٱللَّهِ,بِاللَّهِ,1,identical
94,0,2,65,sousi,7,بِٱللَّهِ,بِاللَّهِ,1,identical
95,0,2,66,warsh,7,وَبِٱلۡيَوۡمِ,وَبِالْيَوْمِ,1,identical
95,0,2,66,qaloun,7,وَبِٱلۡيَوۡمِ,وَبِالْيَوْمِ,1,identical
95,0,2,66,douri,7,وَبِٱلۡيَوۡمِ,وَبِالۡيَوۡمِ,1,identical
95,0,2,66,sousi,7,وَبِٱلۡيَوۡمِ,وَبِالۡيَوۡمِ,1,identical
96,0,2,67,warsh,7,ٱلۡأٓخِرِ,ࡴ۬لَاخِرِ,1,diacritic_variant
96,0,2,67,qaloun,7,ٱلۡأٓخِرِ,ࡴ۬لْأٓخِرِ,1,diacritic_variant
96,0,2,67,douri,7,ٱلۡأٓخِرِ,اِ۬لۡأٓخِرِ,1,diacritic_variant
96,0,2,67,sousi,7,ٱلۡأٓخِرِ,ࡵ۬لۡأٓخِرِ,1,diacritic_variant
98,0,2,69,bazzi,7,هُم,هُمُۥ,1,diacritic_variant
99,0,2,70,warsh,7,بِمُؤۡمِنِينَ,بِمُومِنِينَ,1,diacritic_variant
99,0,2,70,qaloun,7,بِمُؤۡمِنِينَ,بِمُؤْمِنِينَ,1,diacritic_variant
99,0,2,70,sousi,7,بِمُؤۡمِنِينَ,بِمُومِنِينَ,1,diacritic_variant
101,0,2,72,warsh,8,ٱللَّهَ,ࡰ۬للَّهَ,1,diacritic_variant
101,0,2,72,qaloun,8,ٱللَّهَ,ࡰ۬للَّهَ,1,diacritic_variant
101,0,2,72,douri,8,ٱللَّهَ,اَ۬للَّهَ,1,diacritic_variant
101,0,2,72,sousi,8,ٱللَّهَ,ࡱ۬للَّهَ,1,diacritic_variant
102,0,2,73,warsh,8,وَٱلَّذِينَ,وَالذِينَ,1,diacritic_variant
102,0,2,73,qaloun,8,وَٱلَّذِينَ,وَالذِينَ,1,diacritic_variant
102,0,2,73,douri,8,وَٱلَّذِينَ,وَاَلَّذِينَ,1,diacritic_variant
102,0,2,73,sousi,8,وَٱلَّذِينَ,وَࡱلَّذِينَ,1,diacritic_variant
105,0,2,76,warsh,8,يَخۡدَعُونَ,يُخَٰدِعُونَ,1,dotting_variant
105,0,2,76,qaloun,8,يَخۡدَعُونَ,يُخَٰدِعُونَ,1,dotting_variant
105,0,2,76,douri,8,يَخۡدَعُونَ,يُخَٰدِعُونَ,1,dotting_variant
105,0,2,76,sousi,8,يَخۡدَعُونَ,يُخَٰدِعُونَ,1,dotting_variant
105,0,2,76,bazzi,8,يَخۡدَعُونَ,يُخَٰدِعُونَ,1,dotting_variant
106,0,2,77,qaloun,8,إِلَّآ,إِلَّا,1,diacritic_variant
106,0,2,77,sousi,8,إِلَّآ,إِلَّا,1,diacritic_variant
106,0,2,77,bazzi,8,إِلَّآ,إِلَّا,1,diacritic_variant
107,0,2,78,warsh,8,أَنفُسَهُمۡ,أَنفُسَهُمْ,1,diacritic_variant
107,0,2,78,qaloun,8,أَنفُسَهُمۡ,أَنفُسَهُمْ,1,diacritic_variant
107,0,2,78,bazzi,8,أَنفُسَهُمۡ,أَنفُسَهُمُۥ,1,diacritic_variant
109,0,2,80,warsh,8,يَشۡعُرُونَ,يَشْعُرُونَ,1,identical
109,0,2,80,qaloun,8,يَشۡعُرُونَ,يَشْعُرُونَ,1,identical
110,0,2,81,warsh,9,فِي,فِے,1,identical
110,0,2,81,qaloun,9,فِي,فِے,1,identical
111,0,2,82,bazzi,9,قُلُوبِهِم,قُلُوبِهِمُۥ,1,diacritic_variant
112,0,2,83,douri,9,مَّرَضࣱ,مَّرَضٞ,1,diacritic_variant
112,0,2,83,bazzi,9,مَّرَضࣱ,مَرَضࣱ,1,diacritic_variant
114,0,2,85,warsh,9,ٱللَّهُ,ࡲ۬للَّهُ,1,diacritic_variant
114,0,2,85,qaloun,9,ٱللَّهُ,ࡲ۬للَّهُ,1,diacritic_variant
114,0,2,85,douri,9,ٱللَّهُ,اُ۬للَّهُ,1,diacritic_variant
114,0,2,85,sousi,9,ٱللَّهُ,ࡲ۬للَّهُ,1,diacritic_variant
115,0,2,86,warsh,9,مَرَضࣰا,مَرَضاࣰ,1,diacritic_variant
115,0,2,86,qaloun,9,مَرَضࣰا,مَرَضاࣰ,1,diacritic_variant
115,0,2,86,douri,9,مَرَضࣰا,مَرَضٗا,1,diacritic_variant
116,0,2,87,warsh,9,وَلَهُمۡ,وَلَهُمْ,1,diacritic_variant
116,0,2,87,qaloun,9,وَلَهُمۡ,وَلَهُمْ,1,diacritic_variant
116,0,2,87,bazzi,9,وَلَهُمۡ,وَلَهُمُۥ,1,diacritic_variant
118,0,2,89,warsh,9,أَلِيمُۢ,ࡰلِيمُۢ,1,identical
121,0,2,92,warsh,9,يَكۡذِبُونَ,يُكَذِّبُونَ,1,diacritic_variant
121,0,2,92,qaloun,9,يَكۡذِبُونَ,يُكَذِّبُونَ,1,diacritic_variant
121,0,2,92,douri,9,يَكۡذِبُونَ,يُكَذِّبُونَ,1,diacritic_variant
121,0,2,92,sousi,9,يَكۡذِبُونَ,يُكَذِّبُونَ,1,diacritic_variant
121,0,2,92,bazzi,9,يَكۡذِبُونَ,يُكَذِّبُونَ,1,diacritic_variant
123,0,2,94,sousi,10,قِيلَ,قِيل,1,diacritic_variant
124,0,2,95,warsh,10,لَهُمۡ,لَهُمْ,1,diacritic_variant
124,0,2,95,qaloun,10,لَهُمۡ,لَهُمْ,1,diacritic_variant
124,0,2,95,sousi,10,لَهُمۡ,لَّهُمۡ,1,diacritic_variant
124,0,2,95,bazzi,10,لَهُمۡ,لَهُمُۥ,1,diacritic_variant
126,0,2,97,warsh,10,تُفۡسِدُواْ,تُفْسِدُواْ,1,identical
126,0,2,97,qaloun,10,تُفۡسِدُواْ,تُفْسِدُواْ,1,identical
127,0,2,98,warsh,10,فِي,فِے,1,identical
127,0,2,98,qaloun,10,فِي,فِے,1,identical
128,0,2,99,warsh,10,ٱلۡأَرۡضِ,ࡴ۬لَارْضِ,1,diacritic_variant
128,0,2,99,qaloun,10,ٱلۡأَرۡضِ,ࡴ۬لْأَرْضِ,1,diacritic_variant
128,0,2,99,douri,10,ٱلۡأَرۡضِ,اِ۬لۡأَرۡضِ,1,diacritic_variant
128,0,2,99,sousi,10,ٱلۡأَرۡضِ,ࡵ۬لۡأَرۡضِ,1,diacritic_variant
129,0,2,100,qaloun,10,قَالُوٓاْ,قَالُواْ,1,diacritic_variant
129,0,2,100,sousi,10,قَالُوٓاْ,قَالُواْ,1,diacritic_variant
129,0,2,100,bazzi,10,قَالُوٓاْ,قَالُواْ,1,diacritic_variant
131,0,2,102,warsh,10,نَحۡنُ,نَحْنُ,1,identical
131,0,2,102,qaloun,10,نَحۡنُ,نَحْنُ,1,identical
132,0,2,103,warsh,10,مُصۡلِحُونَ,مُصْلِحُونَ,1,identical
132,0,2,103,qaloun,10,مُصۡلِحُونَ,مُصْلِحُونَ,1,identical
